ANSI,State,County,sqmiles,y1997,y2002,y2007
a19133,IOWA,MONONA,693.1671875,333338,334926,346530
a19135,IOWA,MONROE,433.478125,158113,165220,122892
a19137,IOWA,MONTGOMERY,424.1,216537,205128,176108
a19139,IOWA,MUSCATINE,437.471875,198172,197018,188458
a19141,IOWA,O BRIEN,573.0359375,338207,332191,317535
a19143,IOWA,OSCEOLA,398.6875,229265,243048,237564
a19145,IOWA,PAGE,534.9453125,269543,278011,215133
a19147,IOWA,PALO ALTO,563.85,315336,307578,337419
a19149,IOWA,PLYMOUTH,862.95,470183,471510,460619
a19151,IOWA,POCAHONTAS,577.240625,351494,332828,348121
a19153,IOWA,POLK,574.38125,213037,204203,232636
a19155,IOWA,POTTAWATTAMIE,950.2734375,505340,487579,434777
a19157,IOWA,POWESHIEK,584.94375,302835,294325,267749
a19159,IOWA,RINGGOLD,535.5,218977,215860,180805
a19161,IOWA,SAC,575.021875,320682,313245,337872
a19163,IOWA,SCOTT,458.0890625,210867,210317,230695
a19165,IOWA,SHELBY,590.7984375,323236,322852,333693
a19167,IOWA,SIOUX,768.0203125,459583,462587,441832
a19169,IOWA,STORY,572.8234375,328726,330149,328069
a19171,IOWA,TAMA,721.2109375,362451,370853,380834
a19173,IOWA,TAYLOR,531.903125,237680,239277,209605
a19175,IOWA,UNION,423.65,176096,176040,139533
a19177,IOWA,VAN BUREN,484.79375,176438,175115,144945
a19179,IOWA,WAPELLO,431.834375,166280,156110,119253
a19181,IOWA,WARREN,569.828125,231144,216763,160336
a19183,IOWA,WASHINGTON,568.825,274233,284218,268778
a19185,IOWA,WAYNE,525.40625,225899,235265,192106
a19187,IOWA,WEBSTER,715.6234375,402064,387383,426609
a19189,IOWA,WINNEBAGO,400.5578125,236242,224945,235622
a19191,IOWA,WINNESHIEK,689.878125,294813,303258,244187
a19193,IOWA,WOODBURY,872.915625,447106,383871,385307
a19195,IOWA,WORTH,400.128125,217593,208991,213842
a19197,IOWA,WRIGHT,580.4953125,345426,327057,309054
a19000,IOWA,,56271.55,#N/A,#N/A,#N/A
a20001,KANSAS,ALLEN,500.3,174377,170265,145419
a20003,KANSAS,ANDERSON,579.65625,230688,228152,214928
a20005,KANSAS,ATCHISON,432.1453125,171068,155598,172361
a20007,KANSAS,BARBER,1134.079688,232949,224482,197682
a20009,KANSAS,BARTON,895.4,505583,486510,406192
a20011,KANSAS,BOURBON,635.4703125,150332,168765,139863
a20013,KANSAS,BROWN,570.5515625,253664,253187,254503
a20015,KANSAS,BUTLER,1427.732813,309438,308447,314748
a20017,KANSAS,CHASE,773.0765625,83419,82377,67863
a20019,KANSAS,CHAUTAUQUA,638.878125,57845,65556,51634
a20021,KANSAS,CHEROKEE,587.0546875,205532,218664,235277
a20023,KANSAS,CHEYENNE,1019.960938,372243,367243,346766
a20025,KANSAS,CLARK,974.6296875,203721,193412,165197
a20027,KANSAS,CLAY,645.2578125,240175,261844,216556
a20029,KANSAS,CLOUD,715.5265625,281851,266146,253789
a20031,KANSAS,COFFEY,627.1,186803,193375,168644
a20033,KANSAS,COMANCHE,788.3,188293,171390,128533
a20035,KANSAS,COWLEY,1126.128125,291302,286696,225771
a20037,KANSAS,CRAWFORD,589.7546875,181977,204644,180324
a20039,KANSAS,DECATUR,893.5328125,315888,282306,283707
a20041,KANSAS,DICKINSON,847.0640625,384962,376154,350401
a20043,KANSAS,DONIPHAN,392.525,164084,154670,180578
a20045,KANSAS,DOUGLAS,455.8671875,144030,128638,134741
a20047,KANSAS,EDWARDS,621.890625,284720,310503,328015
a20049,KANSAS,ELK,644.2546875,72904,73898,65229
a20051,KANSAS,ELLIS,899.8734375,310404,316055,278742
a20053,KANSAS,ELLSWORTH,715.8421875,236968,219016,180278
a20055,KANSAS,FINNEY,1301.7375,633728,600822,567712
a20057,KANSAS,FORD,1098.290625,536914,508061,491108
a20059,KANSAS,FRANKLIN,571.7546875,187393,197116,167592
a20061,KANSAS,GEARY,384.615625,69367,76322,60488
a20063,KANSAS,GOVE,1071.689063,383885,384890,371343
a20065,KANSAS,GRAHAM,898.3671875,291698,303928,308210
a20067,KANSAS,GRANT,574.78125,274761,249630,271968
a20069,KANSAS,GRAY,868.8671875,464249,421888,425900
a20071,KANSAS,GREELEY,778.4546875,479142,418824,445156
a20073,KANSAS,GREENWOOD,1139.823438,142499,143046,108469
a20075,KANSAS,HAMILTON,996.503125,429376,404768,455222
a20077,KANSAS,HARPER,801.2640625,522854,347439,315794
a20079,KANSAS,HARVEY,539.7296875,298380,274129,273686
a20081,KANSAS,HASKELL,577.5359375,332348,338876,327599
a20083,KANSAS,HODGEMAN,859.990625,345156,307942,334328
a20085,KANSAS,JACKSON,655.7765625,177522,179267,146775
a20087,KANSAS,JEFFERSON,532.590625,168315,169201,155628
a20089,KANSAS,JEWELL,909.80625,318271,318427,290760
a20091,KANSAS,JOHNSON,473.3640625,85191,88043,69923
a20093,KANSAS,KEARNY,870.5484375,422573,398086,359017
a20095,KANSAS,KINGMAN,863.3609375,470610,362117,331995
a20097,KANSAS,KIOWA,722.63125,269011,228100,228184
a20099,KANSAS,LABETTE,645.2953125,203661,205031,193385
a20101,KANSAS,LANE,717.453125,333285,343138,284111
a20103,KANSAS,LEAVENWORTH,462.89375,123702,119727,102544
a20105,KANSAS,LINCOLN,719.3796875,246901,239361,228757
a20107,KANSAS,LINN,594.021875,153750,168683,133783
a20109,KANSAS,LOGAN,1072.989063,372434,377426,340937
a20111,KANSAS,LYON,847.4640625,245295,261814,210190
a20115,KANSAS,MARION,944.2984375,369883,358640,337552
a20117,KANSAS,MARSHALL,900.190625,329099,383109,338554
a20113,KANSAS,MCPHERSON,898.29375,464943,420432,421770
a20119,KANSAS,MEADE,978.1125,352086,340423,380498
a20121,KANSAS,MIAMI,575.6765625,172328,188251,155008
a20123,KANSAS,MITCHELL,699.915625,390865,321964,302845
a20125,KANSAS,MONTGOMERY,643.4890625,181666,185615,152406
a20127,KANSAS,MORRIS,695.275,171949,157178,154426
a20129,KANSAS,MORTON,729.728125,287673,283339,366103
a20131,KANSAS,NEMAHA,717.428125,285470,274924,287855
a20133,KANSAS,NEOSHO,571.5203125,208938,188282,166135
a20135,KANSAS,NESS,1074.735938,441633,404377,389049
a20137,KANSAS,NORTON,878.134375,278118,288731,301450
a20139,KANSAS,OSAGE,704.134375,212077,216256,203919
a20141,KANSAS,OSBORNE,892.453125,298700,308084,218719
a20143,KANSAS,OTTAWA,720.759375,269490,228506,263812
a20145,KANSAS,PAWNEE,754.2609375,392102,361782,380858
a20147,KANSAS,PHILLIPS,885.8765625,298295,298043,240106
a20149,KANSAS,POTTAWATOMIE,841.0125,185752,191962,164920
a20151,KANSAS,PRATT,734.9453125,429659,350434,321131
a20153,KANSAS,RAWLINS,1069.403125,398837,403183,329714
a20155,KANSAS,RENO,1255.05,565958,532119,547832
a20157,KANSAS,REPUBLIC,717.359375,307711,298194,282884
a20159,KANSAS,RICE,726.275,355225,311530,338841
a20161,KANSAS,RILEY,609.4109375,119906,107377,103096
a20163,KANSAS,ROOKS,890.55,326848,299305,314158
a20165,KANSAS,RUSH,717.78125,340726,315345,287119
a20167,KANSAS,RUSSELL,885.134375,257067,269038,225950
a20169,KANSAS,SALINE,719.665625,355609,281031,246730
a20171,KANSAS,SCOTT,717.54375,402361,392135,326539
a20173,KANSAS,SEDGWICK,997.2859375,515765,409741,405081
a20175,KANSAS,SEWARD,639.415625,239499,242675,293292
a20177,KANSAS,SHAWNEE,544.021875,144514,135766,125104
a20179,KANSAS,SHERIDAN,895.959375,363023,360344,369269
a20181,KANSAS,SHERMAN,1056.067188,533189,503821,529976
a20183,KANSAS,SMITH,895.4640625,339469,338312,285271
a20185,KANSAS,STAFFORD,792.034375,361788,348226,386084
a20187,KANSAS,STANTON,680.34375,352250,380867,358273
a20189,KANSAS,STEVENS,727.290625,401469,404450,402149
a20191,KANSAS,SUMNER,1181.9625,820233,620129,571229
a20193,KANSAS,THOMAS,1074.670313,602472,566418,561336
a20195,KANSAS,TREGO,893.303125,285844,268220,246439
a20197,KANSAS,WABAUNSEE,794.33125,147333,139658,127540
a20199,KANSAS,WALLACE,913.6609375,276701,261730,287916
a20201,KANSAS,WASHINGTON,894.75625,334163,309724,326005
a20203,KANSAS,WICHITA,718.5609375,368791,365847,398212
a20205,KANSAS,WILSON,570.4140625,174752,201714,184779
a20207,KANSAS,WOODSON,497.828125,118131,110854,107416
a20209,KANSAS,WYANDOTTE,151.5390625,16754,9842,12409
a20000,KANSAS,,82276.84,#N/A,#N/A,#N/A
a21001,KENTUCKY,ADAIR,405.06875,99704,96436,85073
a21003,KENTUCKY,ALLEN,344.4015625,98550,95188,69207
a21005,KENTUCKY,ANDERSON,201.1140625,55807,46522,43657
a21007,KENTUCKY,BALLARD,246.84375,99894,89783,84969
a21009,KENTUCKY,BARREN,487.6296875,185501,166328,151246
a21011,KENTUCKY,BATH,278.7296875,81680,67380,54108
a21013,KENTUCKY,BELL,359.196875,1860,3168,4085
a21015,KENTUCKY,BOONE,246.3828125,49642,44176,35823
a21017,KENTUCKY,BOURBON,289.765625,139907,126937,86523
a21019,KENTUCKY,BOYD,159.6515625,12182,13040,7226
a21021,KENTUCKY,BOYLE,180.7546875,68006,64771,46532
a21023,KENTUCKY,BRACKEN,205.64375,54625,50250,43080
a21025,KENTUCKY,BREATHITT,492.41875,6007,7721,9394
a21027,KENTUCKY,BRECKINRIDGE,567.0109375,154360,149837,124947
a21029,KENTUCKY,BULLITT,296.9078125,34297,31026,24764
a21031,KENTUCKY,BUTLER,426.1375,85469,80241,73581
a21033,KENTUCKY,CALDWELL,344.8546875,105542,98145,86512
a21035,KENTUCKY,CALLOWAY,385.1671875,125334,131122,113437
a21037,KENTUCKY,CAMPBELL,151.290625,27842,28647,20158
a21039,KENTUCKY,CARLISLE,189.290625,80156,84237,73914
a21041,KENTUCKY,CARROLL,128.6421875,29354,29027,25723
a21043,KENTUCKY,CARTER,409.4578125,44505,45595,38997
a21045,KENTUCKY,CASEY,444.3546875,96949,88430,77866
a21047,KENTUCKY,CHRISTIAN,717.5203125,237344,238403,239355
a21049,KENTUCKY,CLARK,252.578125,104604,90068,68958
a21051,KENTUCKY,CLAY,469.00625,16646,15881,14966
a21053,KENTUCKY,CLINTON,197.303125,44439,38815,33741
a21055,KENTUCKY,CRITTENDEN,359.8515625,93201,89437,84407
a21057,KENTUCKY,CUMBERLAND,305.090625,40517,33917,32640
a21059,KENTUCKY,DAVIESS,457.4515625,214108,214561,208973
a21061,KENTUCKY,EDMONSON,302.684375,56139,48124,45107
a21063,KENTUCKY,ELLIOTT,234.2921875,21632,20969,19273
a21065,KENTUCKY,ESTILL,253.1921875,29428,28144,22546
a21067,KENTUCKY,FAYETTE,283.7671875,92062,67108,61715
a21069,KENTUCKY,FLEMING,348.625,124039,110671,79539
a21071,KENTUCKY,FLOYD,393.075,2286,1842,2002
a21073,KENTUCKY,FRANKLIN,207.70625,52297,47748,34904
a21075,KENTUCKY,FULTON,205.49375,90410,100727,81507
a21077,KENTUCKY,GALLATIN,101.6609375,21255,15773,15556
a21079,KENTUCKY,GARRARD,229.9140625,87520,73393,59001
a21081,KENTUCKY,GRANT,257.803125,75537,62463,52590
a21083,KENTUCKY,GRAVES,551.678125,199783,225309,201653
a21085,KENTUCKY,GRAYSON,496.3859375,135875,128965,103546
a21087,KENTUCKY,GREEN,285.95625,86197,80870,66938
a21089,KENTUCKY,GREENUP,344.5453125,39072,37122,29485
a21091,KENTUCKY,HANCOCK,188.0015625,37848,39027,30484
a21093,KENTUCKY,HARDIN,623.3515625,166039,151149,121817
a21095,KENTUCKY,HARLAN,465.65625,668,848,690
a21097,KENTUCKY,HARRISON,306.4625,115561,102821,74695
a21099,KENTUCKY,HART,412.24375,113773,105772,82651
a21101,KENTUCKY,HENDERSON,435.7984375,172939,165864,166381
a21103,KENTUCKY,HENRY,286.2234375,100644,84944,72729
a21105,KENTUCKY,HICKMAN,242.284375,109427,102117,107072
a21107,KENTUCKY,HOPKINS,542.35625,111828,107723,101796
a21109,KENTUCKY,JACKSON,345.3671875,35931,38420,33706
a21111,KENTUCKY,JEFFERSON,381.3484375,22562,25131,15430
a21113,KENTUCKY,JESSAMINE,172.1265625,62356,52039,37716
a21115,KENTUCKY,JOHNSON,261.703125,6014,5446,6773
a21117,KENTUCKY,KENTON,160.2609375,24934,26577,21484
a21119,KENTUCKY,KNOTT,351.6578125,1456,1615,2704
a21121,KENTUCKY,KNOX,386.14375,19708,18155,17872
a21123,KENTUCKY,LARUE,261.728125,88105,91835,71976
a21125,KENTUCKY,LAUREL,434.0703125,58053,63238,43205
a21127,KENTUCKY,LAWRENCE,415.7703125,13212,15693,15243
a21129,KENTUCKY,LEE,208.6578125,9505,8841,9246
a21131,KENTUCKY,LESLIE,400.965625,0,200,154
a21133,KENTUCKY,LETCHER,337.996875,541,631,757
a21135,KENTUCKY,LEWIS,482.8125,47719,48728,41140
a21137,KENTUCKY,LINCOLN,333.9265625,111716,104167,83939
a21139,KENTUCKY,LIVINGSTON,313.2234375,78978,86996,61253
a21141,KENTUCKY,LOGAN,552.1609375,216416,198844,198382
a21143,KENTUCKY,LYON,214.146875,34642,35686,29365
a21151,KENTUCKY,MADISON,437.55625,142618,130586,108596
a21153,KENTUCKY,MAGOFFIN,308.68125,9830,14247,13885
a21155,KENTUCKY,MARION,343.2546875,104399,98444,78753
a21157,KENTUCKY,MARSHALL,301.2484375,69990,81731,55979
a21159,KENTUCKY,MARTIN,229.9359375,0,547,1073
a21161,KENTUCKY,MASON,239.971875,90397,87026,78456
a21145,KENTUCKY,MCCRACKEN,248.7640625,58957,67520,58242
a21147,KENTUCKY,MCCREARY,426.7125,5534,6520,5082
a21149,KENTUCKY,MCLEAN,252.49375,120401,104208,117621
a21163,KENTUCKY,MEADE,305.6375,86319,82259,65155
a21165,KENTUCKY,MENIFEE,203.75,17274,14130,15083
a21167,KENTUCKY,MERCER,248.615625,93668,86260,74903
a21169,KENTUCKY,METCALFE,289.5796875,71895,73070,69253
a21171,KENTUCKY,MONROE,329.4578125,94306,86768,73202
a21173,KENTUCKY,MONTGOMERY,197.3203125,77087,56354,53895
a21175,KENTUCKY,MORGAN,381.1203125,41498,38375,41255
a21177,KENTUCKY,MUHLENBERG,467.1421875,76108,84685,74483
a21179,KENTUCKY,NELSON,418.7125,123070,119721,104777
a21181,KENTUCKY,NICHOLAS,195.275,66734,68154,55462
a21183,KENTUCKY,OHIO,587.5453125,103005,94792,84808
a21185,KENTUCKY,OLDHAM,187.325,48084,35204,29014
a21187,KENTUCKY,OWEN,352.2828125,85585,85158,69253
a21189,KENTUCKY,OWSLEY,197.4765625,8909,8680,9889
a21191,KENTUCKY,PENDLETON,277.2453125,70219,69306,54998
a21193,KENTUCKY,PERRY,339.7734375,2916,3143,2394
a21195,KENTUCKY,PIKE,787.875,1639,1870,3025
a21197,KENTUCKY,POWELL,179.06875,12961,16393,13522
a21199,KENTUCKY,PULASKI,658.2890625,144554,135653,104999
a21201,KENTUCKY,ROBERTSON,99.9546875,25984,20300,21707
a21203,KENTUCKY,ROCKCASTLE,316.63125,47326,41629,32456
a21205,KENTUCKY,ROWAN,279.8390625,22232,24588,19458
a21207,KENTUCKY,RUSSELL,253.7796875,66867,60917,46183
a21209,KENTUCKY,SCOTT,281.571875,100481,84305,62549
a21211,KENTUCKY,SHELBY,379.6546875,143268,140509,124208
a21213,KENTUCKY,SIMPSON,234.0703125,104879,102180,89097
a21215,KENTUCKY,SPENCER,186.765625,57812,46714,36145
a21217,KENTUCKY,TAYLOR,266.434375,74010,65415,59612
a21219,KENTUCKY,TODD,374.39375,149877,135287,136214
a21221,KENTUCKY,TRIGG,440.78125,83077,74927,74014
a21223,KENTUCKY,TRIMBLE,151.703125,34438,27939,25875
a21225,KENTUCKY,UNION,342.99375,195073,176927,166923
a21227,KENTUCKY,WARREN,541.9203125,179755,172199,147878
a21229,KENTUCKY,WASHINGTON,297.6015625,109891,97735,80643
a21231,KENTUCKY,WAYNE,458.0171875,61316,58988,48546
a21233,KENTUCKY,WEBSTER,331.90625,118946,123651,107532
a21235,KENTUCKY,WHITLEY,437.83125,26161,30738,27758
a21237,KENTUCKY,WOLFE,222.309375,14656,18307,15614
a21239,KENTUCKY,WOODFORD,190.0828125,79745,67471,50745
a21000,KENTUCKY,,40409.02,#N/A,#N/A,#N/A
a22001,LOUISIANA,ACADIA,655.1078125,245337,220672,185630
a22003,LOUISIANA,ALLEN,761.578125,59700,63269,48402
a22005,LOUISIANA,ASCENSION,289.965625,35433,31178,27024
a22007,LOUISIANA,ASSUMPTION,338.6984375,55792,52515,51515
a22009,LOUISIANA,AVOYELLES,832.3890625,223657,211107,203144
a22011,LOUISIANA,BEAUREGARD,1157.3375,66888,59303,44257
a22013,LOUISIANA,BIENVILLE,810.915625,17712,14260,9979
a22015,LOUISIANA,BOSSIER,839.459375,60071,51075,37807
a22017,LOUISIANA,CADDO,878.6296875,99534,94503,77514
a22019,LOUISIANA,CALCASIEU,1063.617188,144870,127636,125156
a22021,LOUISIANA,CALDWELL,529.403125,51556,30219,28697
a22023,LOUISIANA,CAMERON,1285.429688,77754,75192,55369
a22025,LOUISIANA,CATAHOULA,703.46875,178680,177785,172809
a22027,LOUISIANA,CLAIBORNE,754.6546875,23400,16924,13227
a22029,LOUISIANA,CONCORDIA,696.0671875,226594,175054,157727
a22031,LOUISIANA,DE SOTO,875.746875,51366,44986,35939
a22033,LOUISIANA,EAST BATON ROUGE,455.40625,34973,30210,30544
a22035,LOUISIANA,EAST CARROLL,420.6984375,193173,190566,225236
a22037,LOUISIANA,EAST FELICIANA,453.384375,42156,41971,33096
a22039,LOUISIANA,EVANGELINE,662.36875,151661,141423,105822
a22041,LOUISIANA,FRANKLIN,624.5515625,232337,197014,232437
a22043,LOUISIANA,GRANT,643.0328125,28815,19566,25358
a22045,LOUISIANA,IBERIA,574.103125,94473,88952,98096
a22047,LOUISIANA,IBERVILLE,618.6234375,71636,76376,67045
a22049,LOUISIANA,JACKSON,569.1765625,6981,5779,5105
a22051,LOUISIANA,JEFFERSON,295.70625,2134,2864,5704
a22053,LOUISIANA,JEFFERSON DAVIS,651.3171875,252997,271418,227369
a22059,LOUISIANA,LA SALLE,624.3,12311,6020,5677
a22055,LOUISIANA,LAFAYETTE,268.7140625,79168,57917,49604
a22057,LOUISIANA,LAFOURCHE,1084.570313,70277,57602,63066
a22061,LOUISIANA,LINCOLN,471.390625,21948,18147,12920
a22063,LOUISIANA,LIVINGSTON,647.9296875,21628,12780,8879
a22065,LOUISIANA,MADISON,624.3109375,245462,210858,195596
a22067,LOUISIANA,MOREHOUSE,794.1453125,232732,210981,221586
a22069,LOUISIANA,NATCHITOCHES,1252.226563,113511,102710,98031
a22071,LOUISIANA,ORLEANS,169.41875,33,10,0
a22073,LOUISIANA,OUACHITA,610.5234375,63826,57342,50479
a22075,LOUISIANA,PLAQUEMINES,804.2046875,5212,6900,38350
a22077,LOUISIANA,POINTE COUPEE,557.3484375,162290,155379,143377
a22079,LOUISIANA,RAPIDES,1320.542188,128947,120570,103109
a22081,LOUISIANA,RED RIVER,389.084375,52850,59828,37290
a22083,LOUISIANA,RICHLAND,558.9671875,202445,163894,203207
a22085,LOUISIANA,SABINE,865.2953125,26141,21000,13731
a22087,LOUISIANA,SAINT BERNARD,377.4859375,1460,815,3242
a22089,LOUISIANA,SAINT CHARLES,279.1296875,9564,4585,0
a22091,LOUISIANA,SAINT HELENA,408.3921875,27313,21719,17078
a22093,LOUISIANA,SAINT JAMES,241.4796875,41333,44733,33602
a22097,LOUISIANA,SAINT LANDRY,923.8640625,236434,223076,220294
a22099,LOUISIANA,SAINT MARTIN,737.609375,72097,68436,58553
a22101,LOUISIANA,SAINT MARY,554.3328125,67079,62592,63747
a22103,LOUISIANA,SAINT TAMMANY,842.525,17964,15904,10403
a22095,LOUISIANA,ST. JOHN THE BAPTIST,213.078125,6576,15134,9787
a22105,LOUISIANA,TANGIPAHOA,790.5453125,77345,66886,55865
a22107,LOUISIANA,TENSAS,602.640625,201416,175653,188771
a22109,LOUISIANA,TERREBONNE,1231.729688,31844,32121,22157
a22111,LOUISIANA,UNION,877.6015625,29444,27150,18631
a22113,LOUISIANA,VERMILION,1173.167188,265416,272295,184289
a22115,LOUISIANA,VERNON,1327.946875,21908,17981,11797
a22117,LOUISIANA,WASHINGTON,669.6,67117,51607,44961
a22119,LOUISIANA,WEBSTER,592.9015625,24326,22422,16910
a22121,LOUISIANA,WEST BATON ROUGE,191.0984375,24093,17911,19923
a22123,LOUISIANA,WEST CARROLL,359.6484375,141503,129184,113715
a22125,LOUISIANA,WEST FELICIANA,403.203125,26263,18084,12846
a22127,LOUISIANA,WINN,949.903125,8671,9494,6622
a22000,LOUISIANA,,51839.7,#N/A,#N/A,#N/A
a23001,MAINE,ANDROSCOGGIN,468.003125,25037,21508,23133
a23003,MAINE,AROOSTOOK,6671.682813,193662,197661,200205
a23005,MAINE,CUMBERLAND,835.425,29554,21544,18109
a23007,MAINE,FRANKLIN,1697.715625,16133,14803,12157
a23009,MAINE,HANCOCK,1587.695313,13392,11793,16977
a23011,MAINE,KENNEBEC,867.6234375,48954,40364,38281
a23013,MAINE,KNOX,365.6015625,11703,12164,12050
a23015,MAINE,LINCOLN,456.0625,12325,11137,9489
a23017,MAINE,OXFORD,2077.873438,22347,21131,19660
a23019,MAINE,PENOBSCOT,3395.404688,51797,47539,47091
a23021,MAINE,PISCATAQUIS,3960.53125,11503,10411,9255
a23023,MAINE,SAGADAHOC,254.140625,7819,6314,6784
a23025,MAINE,SOMERSET,3926.420313,38067,34911,34082
a23027,MAINE,WALDO,729.7296875,30906,23176,24336
a23029,MAINE,WASHINGTON,2568.478125,38861,40566,35655
a23031,MAINE,YORK,990.4359375,28200,21817,21989
a23000,MAINE,,35384.65,#N/A,#N/A,#N/A
a24001,MARYLAND,ALLEGANY,424.4953125,19855,18703,12479
a24003,MARYLAND,ANNE ARUNDEL,416.0546875,23978,23864,16340
a24005,MARYLAND,BALTIMORE,679.2296875,55305,48525,50941
a24009,MARYLAND,CALVERT,213.1046875,18105,17225,14384
a24011,MARYLAND,CAROLINE,319.5515625,95482,93791,107137
a24013,MARYLAND,CARROLL,447.1140625,126442,114555,103180
a24015,MARYLAND,CECIL,346.4359375,62168,56603,60147
a24017,MARYLAND,CHARLES,457.7421875,32020,30421,29627
a24019,MARYLAND,DORCHESTER,540.8,98335,90515,94901
a24021,MARYLAND,FREDERICK,661.2,171814,147911,143661
a24023,MARYLAND,GARRETT,647.340625,56013,50876,46019
a24025,MARYLAND,HARFORD,436.2265625,71637,54985,49203
a24027,MARYLAND,HOWARD,250.8046875,31095,25632,18685
a24029,MARYLAND,KENT,275.4203125,98201,95051,101394
a24031,MARYLAND,MONTGOMERY,491.3515625,61204,53209,48563
a24033,MARYLAND,PRINCE GEORGES,543.6765625,28192,23805,17376
a24035,MARYLAND,QUEEN ANNES,372.15,144285,131953,120336
a24039,MARYLAND,SOMERSET,319.921875,40234,38720,35392
a24037,MARYLAND,ST MARYS,357.325,42268,41709,39794
a24041,MARYLAND,TALBOT,266.840625,93009,86193,87107
a24043,MARYLAND,WASHINGTON,458.0609375,92824,88566,81623
a24045,MARYLAND,WICOMICO,374.1984375,71670,63209,51748
a24047,MARYLAND,WORCESTER,468.28125,83724,91197,75405
a24000,MARYLAND,,12406.68,#N/A,#N/A,#N/A
a25001,MASSACHUSETTS,BARNSTABLE,394.1765625,2930,3045,2029
a25003,MASSACHUSETTS,BERKSHIRE,926.7078125,32024,25701,22574
a25005,MASSACHUSETTS,BRISTOL,553.0640625,19329,15398,15236
a25007,MASSACHUSETTS,DUKES,103.2453125,1849,799,1104
a25009,MASSACHUSETTS,ESSEX,493.6734375,14024,12912,12221
a25011,MASSACHUSETTS,FRANKLIN,699.528125,33750,25998,24429
a25013,MASSACHUSETTS,HAMPDEN,616.9359375,18110,15554,12984
a25015,MASSACHUSETTS,HAMPSHIRE,527.5,29934,23758,23800
a25017,MASSACHUSETTS,MIDDLESEX,818.15625,17770,15661,15353
a25019,MASSACHUSETTS,NANTUCKET,44.790625,0,502,447
a25021,MASSACHUSETTS,NORFOLK,395.9,4744,3882,3292
a25023,MASSACHUSETTS,PLYMOUTH,659.025,23272,22144,18302
a25025,MASSACHUSETTS,SUFFOLK,58.1515625,0,15,12
a25027,MASSACHUSETTS,WORCESTER,1510.604688,49040,42365,35623
a25000,MASSACHUSETTS,,10554.57,#N/A,#N/A,#N/A
a26001,MICHIGAN,ALCONA,674.415625,32461,27453,28317
a26003,MICHIGAN,ALGER,915.03125,8774,9832,10352
a26005,MICHIGAN,ALLEGAN,825.240625,207935,198162,226541
a26007,MICHIGAN,ALPENA,571.8765625,60016,49683,59577
a26009,MICHIGAN,ANTRIM,475.66875,34788,35565,37812
a26011,MICHIGAN,ARENAC,363.246875,72673,67045,74429
a26013,MICHIGAN,BARAGA,898.4375,8500,8135,9246
a26015,MICHIGAN,BARRY,552.85,133697,130480,119985
a26017,MICHIGAN,BAY,441.0484375,167473,166622,166747
a26019,MICHIGAN,BENZIE,319.671875,12817,12093,9175
a26021,MICHIGAN,BERRIEN,567.7578125,154722,143455,138582
a26023,MICHIGAN,BRANCH,506.3921875,194959,198814,202382
a26025,MICHIGAN,CALHOUN,706.21875,199608,190347,175143
a26027,MICHIGAN,CASS,490.0375,147885,148043,151852
a26029,MICHIGAN,CHARLEVOIX,416.3375,20081,21984,23933
a26031,MICHIGAN,CHEBOYGAN,715.2734375,29562,25297,25038
a26033,MICHIGAN,CHIPPEWA,1558.45625,72541,61550,66095
a26035,MICHIGAN,CLARE,564.3125,44255,40526,37361
a26037,MICHIGAN,CLINTON,566.4140625,219847,219428,233342
a26039,MICHIGAN,CRAWFORD,556.3640625,865,925,788
a26041,MICHIGAN,DELTA,1169.91875,42357,41604,40381
a26043,MICHIGAN,DICKINSON,760.9546875,13912,13855,12404
a26045,MICHIGAN,EATON,575.1875,201485,193839,176885
a26047,MICHIGAN,EMMET,467.5015625,27283,25395,21693
a26049,MICHIGAN,GENESEE,636.946875,105675,116264,106588
a26051,MICHIGAN,GLADWIN,501.8,52586,51930,43686
a26053,MICHIGAN,GOGEBIC,1101.68125,2693,1984,1744
a26055,MICHIGAN,GRAND TRAVERSE,464.3421875,44760,42696,41123
a26057,MICHIGAN,GRATIOT,568.446875,249890,253632,254394
a26059,MICHIGAN,HILLSDALE,598.140625,216516,216626,212072
a26061,MICHIGAN,HOUGHTON,1009.160938,13447,12661,11235
a26063,MICHIGAN,HURON,835.584375,387446,394344,396865
a26065,MICHIGAN,INGHAM,556.125,165120,155344,155695
a26067,MICHIGAN,IONIA,571.309375,205925,190404,193376
a26069,MICHIGAN,IOSCO,548.9390625,30402,31779,33134
a26071,MICHIGAN,IRON,1166.134375,12692,14741,10424
a26073,MICHIGAN,ISABELLA,572.6046875,183408,156359,154128
a26075,MICHIGAN,JACKSON,701.271875,145473,144956,135138
a26077,MICHIGAN,KALAMAZOO,561.6484375,125303,118906,115979
a26079,MICHIGAN,KALKASKA,559.73125,14222,13458,13710
a26081,MICHIGAN,KENT,841.98125,157677,132833,131529
a26083,MICHIGAN,KEWEENAW,540.11875,161,566,390
a26085,MICHIGAN,LAKE,567.059375,15334,13545,10544
a26087,MICHIGAN,LAPEER,643.0203125,154267,153231,135328
a26089,MICHIGAN,LEELANAU,347.1765625,41080,38487,33682
a26091,MICHIGAN,LENAWEE,749.5609375,319517,314198,304668
a26093,MICHIGAN,LIVINGSTON,565.259375,80049,69399,69299
a26095,MICHIGAN,LUCE,899.075,6747,6317,3375
a26097,MICHIGAN,MACKINAC,1021.5625,14529,12065,12993
