ANSI,State,County,sqmiles,y1940,y1950,y1960,y1970,y1980,y1990,y2000,y2010
a30005,MONTANA,BLAINE,4226.170313,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30007,MONTANA,BROADWATER,1188.46875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30009,MONTANA,CARBON,2047.995313,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30011,MONTANA,CARTER,3339.603125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30013,MONTANA,CASCADE,2697.65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30015,MONTANA,CHOUTEAU,3973.210938,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30017,MONTANA,CUSTER,3783.1125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30019,MONTANA,DANIELS,1426.08125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30021,MONTANA,DAWSON,2373.148438,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30023,MONTANA,DEER LODGE,736.978125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30025,MONTANA,FALLON,1620.325,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30027,MONTANA,FERGUS,4339.228125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30029,MONTANA,FLATHEAD,5087.604688,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30031,MONTANA,GALLATIN,2602.623438,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30033,MONTANA,GARFIELD,4667.965625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30035,MONTANA,GLACIER,2994.729688,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30037,MONTANA,GOLDEN VALLEY,1175.303125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30039,MONTANA,GRANITE,1727.457813,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30041,MONTANA,HILL,2896.359375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30043,MONTANA,JEFFERSON,1656.60625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30045,MONTANA,JUDITH BASIN,1869.820313,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30047,MONTANA,LAKE,1490.284375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30049,MONTANA,LEWIS AND CLARK,3458.823438,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30051,MONTANA,LIBERTY,1429.759375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30053,MONTANA,LINCOLN,3612.679688,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30057,MONTANA,MADISON,3586.529688,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30055,MONTANA,MCCONE,2642.553125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30059,MONTANA,MEAGHER,2392.978125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30061,MONTANA,MINERAL,1219.815625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30063,MONTANA,MISSOULA,2593.478125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30065,MONTANA,MUSSELSHELL,1867.146875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30067,MONTANA,PARK,2802.404688,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30069,MONTANA,PETROLEUM,1653.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30071,MONTANA,PHILLIPS,5139.540625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30073,MONTANA,PONDERA,1624.773438,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30075,MONTANA,POWDER RIVER,3297.179688,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30077,MONTANA,POWELL,2325.960938,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30079,MONTANA,PRAIRIE,1736.525,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30081,MONTANA,RAVALLI,2391.01875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30083,MONTANA,RICHLAND,2084.140625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30085,MONTANA,ROOSEVELT,2355.629688,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30087,MONTANA,ROSEBUD,5012.31875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30089,MONTANA,SANDERS,2762.11875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30091,MONTANA,SHERIDAN,1676.482813,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30093,MONTANA,SILVER BOW,718.1859375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30095,MONTANA,STILLWATER,1795.075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30097,MONTANA,SWEET GRASS,1855.082813,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30099,MONTANA,TETON,2272.607813,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30101,MONTANA,TOOLE,1910.85625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30103,MONTANA,TREASURE,978.8640625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30105,MONTANA,VALLEY,4920.828125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30107,MONTANA,WHEATLAND,1423.0875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30109,MONTANA,WIBAUX,889.2625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30111,MONTANA,YELLOWSTONE,2635.140625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a30000,MONTANA,,147042.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a31001,NEBRASKA,ADAMS,563.26875,0,0,0,0,8000,30000,76000,91900
a31003,NEBRASKA,ANTELOPE,857.225,0,0,0,0,34000,41000,125000,131500
a31005,NEBRASKA,ARTHUR,715.3609375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a31007,NEBRASKA,BANNER,746.21875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a31009,NEBRASKA,BLAINE,710.6953125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a31011,NEBRASKA,BOONE,686.559375,0,0,0,0,14000,29000,84000,103000
a31013,NEBRASKA,BOX BUTTE,1075.221875,0,0,0,0,0,100,0,0
a31015,NEBRASKA,BOYD,539.946875,0,0,0,0,400,7900,17000,20700
a31017,NEBRASKA,BROWN,1221.398438,0,0,0,0,300,900,7500,14800
a31019,NEBRASKA,BUFFALO,968.10625,0,0,0,0,10500,35000,62000,79700
a31021,NEBRASKA,BURT,491.56875,0,0,0,0,101000,99000,115000,115900
a31023,NEBRASKA,BUTLER,584.9109375,0,0,0,0,45000,58000,109000,115000
a31025,NEBRASKA,CASS,557.4484375,0,0,0,0,89000,104000,130000,129700
a31027,NEBRASKA,CEDAR,740.31875,0,0,0,0,64000,67000,119000,120600
a31029,NEBRASKA,CHASE,894.4234375,0,0,0,0,100,400,6200,7700
a31031,NEBRASKA,CHERRY,5960.584375,0,0,0,0,0,400,1200,0
a31033,NEBRASKA,CHEYENNE,1196.292188,0,0,0,0,0,0,1600,0
a31035,NEBRASKA,CLAY,572.2921875,0,0,0,0,16000,42000,93000,93500
a31037,NEBRASKA,COLFAX,411.6671875,0,0,0,0,58000,62000,73500,80000
a31039,NEBRASKA,CUMING,570.6234375,0,0,0,0,77000,86000,122000,122700
a31041,NEBRASKA,CUSTER,2575.629688,0,0,0,0,1000,22000,41500,70000
a31043,NEBRASKA,DAKOTA,264.25625,0,0,0,0,31000,36000,54000,50700
a31045,NEBRASKA,DAWES,1396.475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a31047,NEBRASKA,DAWSON,1013.1,0,0,0,0,400,16500,36500,61600
a31049,NEBRASKA,DEUEL,439.85625,0,0,0,0,0,100,0,0
a31051,NEBRASKA,DIXON,476.2359375,0,0,0,0,40000,35000,72000,82600
a31053,NEBRASKA,DODGE,529.7671875,0,0,0,0,94000,100000,117000,121500
a31055,NEBRASKA,DOUGLAS,328.4625,0,0,0,0,29000,28000,28500,29100
a31057,NEBRASKA,DUNDY,919.6125,0,0,0,0,100,1000,2600,3900
a31059,NEBRASKA,FILLMORE,575.3734375,0,0,0,0,19000,49000,108000,117500
a31061,NEBRASKA,FRANKLIN,575.815625,0,0,0,0,1300,9500,43000,57800
a31063,NEBRASKA,FRONTIER,974.5984375,0,0,0,0,400,3200,14400,30200
a31065,NEBRASKA,FURNAS,719.13125,0,0,0,0,1200,8100,24500,31700
a31067,NEBRASKA,GAGE,851.49375,0,0,0,0,44000,63000,135000,160000
a31069,NEBRASKA,GARDEN,1704.3,0,0,0,0,0,200,900,2100
a31071,NEBRASKA,GARFIELD,569.8015625,0,0,0,0,0,800,2500,0
a31073,NEBRASKA,GOSPER,458.15625,0,0,0,0,100,5700,28000,32000
a31075,NEBRASKA,GRANT,776.21875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a31077,NEBRASKA,GREELEY,569.8015625,0,0,0,0,900,7600,28500,39600
a31079,NEBRASKA,HALL,546.2953125,0,0,0,0,5000,15500,40500,35200
a31081,NEBRASKA,HAMILTON,542.88125,0,0,0,0,12000,27000,90000,94800
a31083,NEBRASKA,HARLAN,553.471875,0,0,0,0,600,7900,35500,45500
a31085,NEBRASKA,HAYES,713.06875,0,0,0,0,500,900,3300,7100
a31087,NEBRASKA,HITCHCOCK,709.9453125,0,0,0,0,0,1400,3900,6700
a31089,NEBRASKA,HOLT,2412.4125,0,0,0,0,3200,14000,96000,84300
a31091,NEBRASKA,HOOKER,721.1578125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a31093,NEBRASKA,HOWARD,569.340625,0,0,0,0,1800,7800,27500,35800
a31095,NEBRASKA,JEFFERSON,570.1859375,0,0,0,0,18000,38000,82000,87500
a31097,NEBRASKA,JOHNSON,376.053125,0,0,0,0,21000,19500,42500,50400
a31099,NEBRASKA,KEARNEY,516.2484375,0,0,0,0,4400,22000,73000,91100
a31101,NEBRASKA,KEITH,1061.601563,0,0,0,0,100,700,5300,15900
a31103,NEBRASKA,KEYA PAHA,773.08125,0,0,0,0,0,200,2500,3600
a31105,NEBRASKA,KIMBALL,951.7359375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a31107,NEBRASKA,KNOX,1108.359375,0,0,0,0,21000,30000,69000,76100
a31109,NEBRASKA,LANCASTER,837.5515625,0,0,0,0,41000,52000,131500,130300
a31111,NEBRASKA,LINCOLN,2564.026563,0,0,0,0,200,2700,23500,50500
a31113,NEBRASKA,LOGAN,570.6734375,0,0,0,0,0,100,5000,4800
a31115,NEBRASKA,LOUP,568.2921875,0,0,0,0,200,1000,1800,0
a31119,NEBRASKA,MADISON,572.7484375,0,0,0,0,71000,67000,111000,113300
a31117,NEBRASKA,MCPHERSON,858.9828125,0,0,0,0,0,0,500,0
a31121,NEBRASKA,MERRICK,484.9890625,0,0,0,0,1500,16000,57500,62000
a31123,NEBRASKA,MORRILL,1423.915625,0,0,0,0,0,100,0,0
a31125,NEBRASKA,NANCE,441.615625,0,0,0,0,4000,14000,46000,50500
a31127,NEBRASKA,NEMAHA,407.384375,0,0,0,0,62000,65000,87000,85900
a31129,NEBRASKA,NUCKOLLS,575.1578125,0,0,0,0,8000,15500,46500,64800
a31131,NEBRASKA,OTOE,615.6328125,0,0,0,0,66000,79000,123000,128000
a31133,NEBRASKA,PAWNEE,431.0765625,0,0,0,0,16000,22000,39500,49600
a31135,NEBRASKA,PERKINS,883.384375,0,0,0,0,0,1000,14500,15700
a31137,NEBRASKA,PHELPS,539.7875,0,0,0,0,1900,16500,87500,92500
a31139,NEBRASKA,PIERCE,573.253125,0,0,0,0,45000,47000,97000,106300
a31141,NEBRASKA,PLATTE,674.0671875,0,0,0,0,74000,85000,126000,129000
a31143,NEBRASKA,POLK,438.2375,0,0,0,0,21000,37000,81500,88000
a31145,NEBRASKA,RED WILLOW,716.990625,0,0,0,0,600,4700,11300,15300
a31147,NEBRASKA,RICHARDSON,553.3453125,0,0,0,0,86000,84000,101500,100800
a31149,NEBRASKA,ROCK,1008.285938,0,0,0,0,300,1400,15000,14300
a31151,NEBRASKA,SALINE,574.01875,0,0,0,0,23000,38000,89000,108000
a31153,NEBRASKA,SARPY,238.9921875,0,0,0,0,33000,34000,38500,36600
a31155,NEBRASKA,SAUNDERS,749.1828125,0,0,0,0,126000,129000,165000,167000
a31157,NEBRASKA,SCOTTS BLUFF,739.4390625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a31159,NEBRASKA,SEWARD,571.425,0,0,0,0,43000,52000,107000,118000
a31161,NEBRASKA,SHERIDAN,2440.903125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a31163,NEBRASKA,SHERMAN,565.7140625,0,0,0,0,900,7100,21000,29100
a31165,NEBRASKA,SIOUX,2066.640625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a31167,NEBRASKA,STANTON,427.9515625,0,0,0,0,36000,35000,59000,69900
a31169,NEBRASKA,THAYER,573.809375,0,0,0,0,11000,35000,87000,91000
a31171,NEBRASKA,THOMAS,712.890625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a31173,NEBRASKA,THURSTON,393.590625,0,0,0,0,43000,44000,75000,77400
a31175,NEBRASKA,VALLEY,568.0671875,0,0,0,0,2500,13500,24500,33000
a31177,NEBRASKA,WASHINGTON,389.9578125,0,0,0,0,61000,68000,85000,80800
a31179,NEBRASKA,WAYNE,442.9171875,0,0,0,0,58000,53000,97000,99000
a31181,NEBRASKA,WEBSTER,574.9171875,0,0,0,0,1500,6300,32500,54500
a31183,NEBRASKA,WHEELER,575.1765625,0,0,0,0,600,2800,14000,0
a31185,NEBRASKA,YORK,572.525,0,0,0,0,24500,38000,97000,107700
a31000,NEBRASKA,,77353.73,0,0,0,0,0,0,1500,25400
a32510,NEVADA,CARSON CITY,144.6390625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a32001,NEVADA,CHURCHILL,4929.94375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a32003,NEVADA,CLARK,7877.428125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a32005,NEVADA,DOUGLAS,709.8484375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a32007,NEVADA,ELKO,17169.80469,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a32009,NEVADA,ESMERALDA,3581.854688,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a32011,NEVADA,EUREKA,4175.664063,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a32013,NEVADA,HUMBOLDT,9640.842188,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a32015,NEVADA,LANDER,5493.615625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a32017,NEVADA,LINCOLN,10632.65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a32019,NEVADA,LYON,2001.554688,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a32021,NEVADA,MINERAL,3752.809375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a32023,NEVADA,NYE,18181.90938,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a32027,NEVADA,PERSHING,6036.729688,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a32029,NEVADA,STOREY,262.9203125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a32031,NEVADA,WASHOE,6302.54375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a32033,NEVADA,WHITE PINE,8875.545313,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a32000,NEVADA,,110560.72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a33001,NEW HAMPSHIRE,BELKNAP,400.2359375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a33003,NEW HAMPSHIRE,CARROLL,930.8609375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a33005,NEW HAMPSHIRE,CHESHIRE,706.671875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a33007,NEW HAMPSHIRE,COOS,1794.546875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a33009,NEW HAMPSHIRE,GRAFTON,1708.759375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a33011,NEW HAMPSHIRE,HILLSBOROUGH,876.1578125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a33013,NEW HAMPSHIRE,MERRIMACK,934.1203125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a33015,NEW HAMPSHIRE,ROCKINGHAM,694.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a33017,NEW HAMPSHIRE,STRAFFORD,368.6875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a33019,NEW HAMPSHIRE,SULLIVAN,537.315625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a33000,NEW HAMPSHIRE,,9349.94,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a34001,NEW JERSEY,ATLANTIC,555.7109375,0,0,0,0,1000,0,0,0
a34003,NEW JERSEY,BERGEN,232.9078125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a34005,NEW JERSEY,BURLINGTON,798.6015625,0,0,0,0,32500,18800,23600,22700
a34007,NEW JERSEY,CAMDEN,221.25,0,0,0,0,1300,600,0,0
a34009,NEW JERSEY,CAPE MAY,251.4125,0,0,0,0,1400,400,0,0
a34011,NEW JERSEY,CUMBERLAND,485.446875,0,0,0,0,22000,13200,11300,9700
a34013,NEW JERSEY,ESSEX,126.2125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a34015,NEW JERSEY,GLOUCESTER,322.0125,0,0,0,0,22400,10000,9400,0
a34017,NEW JERSEY,HUDSON,46.2015625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a34019,NEW JERSEY,HUNTERDON,427.834375,0,0,0,0,15400,7800,6200,5300
a34021,NEW JERSEY,MERCER,224.69375,0,0,0,0,16200,10000,8000,5400
a34023,NEW JERSEY,MIDDLESEX,308.8796875,0,0,0,0,10100,6500,7900,0
a34025,NEW JERSEY,MONMOUTH,468.7796875,0,0,0,0,26500,11200,8200,5900
a34027,NEW JERSEY,MORRIS,459.8890625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a34029,NEW JERSEY,OCEAN,628.828125,0,0,0,0,1300,600,0,0
a34031,NEW JERSEY,PASSAIC,184.6171875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a34033,NEW JERSEY,SALEM,331.971875,0,0,0,0,33900,22500,18900,23600
a34035,NEW JERSEY,SOMERSET,301.8109375,0,0,0,0,11600,4400,1800,0
a34037,NEW JERSEY,SUSSEX,519.171875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a34039,NEW JERSEY,UNION,102.8578125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a34041,NEW JERSEY,WARREN,356.94375,0,0,0,0,3700,3400,2800,6200
a34000,NEW JERSEY,,8721.3,0,0,0,0,0,0,0,15200
a35001,NEW MEXICO,BERNALILLO,1160.5875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35003,NEW MEXICO,CATRON,6923.623438,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35005,NEW MEXICO,CHAVES,6065.295313,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35006,NEW MEXICO,CIBOLA,4539.192188,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35007,NEW MEXICO,COLFAX,3756.876563,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35009,NEW MEXICO,CURRY,1404.778125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35011,NEW MEXICO,DE BACA,2322.576563,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35013,NEW MEXICO,DONA ANA,3807.134375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35015,NEW MEXICO,EDDY,4175.690625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35017,NEW MEXICO,GRANT,3961.63125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35019,NEW MEXICO,GUADALUPE,3030.375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35021,NEW MEXICO,HARDING,2125.345313,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35023,NEW MEXICO,HIDALGO,3436.809375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35025,NEW MEXICO,LEA,4390.848438,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35027,NEW MEXICO,LINCOLN,4831.085938,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35028,NEW MEXICO,LOS ALAMOS,109.1671875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35029,NEW MEXICO,LUNA,2965.117188,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35031,NEW MEXICO,MCKINLEY,5448.723438,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35033,NEW MEXICO,MORA,1931.096875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35035,NEW MEXICO,OTERO,6613.21875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35037,NEW MEXICO,QUAY,2874.61875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35039,NEW MEXICO,RIO ARRIBA,5860.901563,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35041,NEW MEXICO,ROOSEVELT,2447.585938,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35045,NEW MEXICO,SAN JUAN,5514.021875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35047,NEW MEXICO,SAN MIGUEL,4717.042188,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35043,NEW MEXICO,SANDOVAL,3710.854688,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35049,NEW MEXICO,SANTA FE,1909.2375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35051,NEW MEXICO,SIERRA,4179.03125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35053,NEW MEXICO,SOCORRO,6646.432813,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35055,NEW MEXICO,TAOS,2203.140625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35057,NEW MEXICO,TORRANCE,3344.80625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35059,NEW MEXICO,UNION,3823.65625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35061,NEW MEXICO,VALENCIA,1066.142188,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a35000,NEW MEXICO,,121589.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a36001,NEW YORK,ALBANY,522.728125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a36003,NEW YORK,ALLEGANY,1029.360938,0,0,0,0,0,0,0,1300
a36005,NEW YORK,BRONX,42.0953125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a36007,NEW YORK,BROOME,705.76875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a36009,NEW YORK,CATTARAUGUS,1308.360938,0,0,0,0,0,0,0,3000
a36011,NEW YORK,CAYUGA,691.5703125,0,0,0,0,0,0,20500,32600
a36013,NEW YORK,CHAUTAUQUA,1060.2375,0,0,0,0,0,0,0,2500
a36015,NEW YORK,CHEMUNG,407.3625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a36017,NEW YORK,CHENANGO,893.559375,0,0,0,0,0,0,0,600
a36019,NEW YORK,CLINTON,1037.86875,0,0,0,0,0,0,1500,0
a36021,NEW YORK,COLUMBIA,634.75,0,0,0,0,0,0,1700,4400
a36023,NEW YORK,CORTLAND,498.778125,0,0,0,0,0,0,0,1600
a36025,NEW YORK,DELAWARE,1443.028125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a36027,NEW YORK,DUTCHESS,795.63125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a36029,NEW YORK,ERIE,1042.679688,0,0,0,0,0,0,1900,6400
a36031,NEW YORK,ESSEX,1794.298438,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a36033,NEW YORK,FRANKLIN,1629.103125,0,0,0,0,0,0,1300,0
a36035,NEW YORK,FULTON,495.46875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a36037,NEW YORK,GENESEE,492.940625,0,0,0,0,0,0,3300,11500
a36039,NEW YORK,GREENE,647.2421875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
