ANSI,State,County,sqmiles,y1930,y1940,y1950,y1960,y1970,y1980,y1990,y2000,y2010
a29047,MISSOURI,CLAY,396.94375,0,0,0,34700,25600,13000,7100,8300,11500
a29049,MISSOURI,CLINTON,418.8171875,0,0,0,47300,36300,31400,23100,32300,34500
a29051,MISSOURI,COLE,391.4453125,0,0,0,22500,11100,10200,5400,6700,5100
a29053,MISSOURI,COOPER,564.0609375,0,0,0,64200,38900,42000,26300,39500,48600
a29055,MISSOURI,CRAWFORD,742.46875,0,0,0,7700,3500,2100,0,0,600
a29057,MISSOURI,DADE,490.025,0,0,0,23000,12900,2800,1300,4600,15300
a29059,MISSOURI,DALLAS,540.76875,0,0,0,10700,4400,1000,0,0,0
a29061,MISSOURI,DAVIESS,563.24375,0,0,0,51500,47000,39600,25900,29900,35500
a29063,MISSOURI,DE KALB,421.334375,0,0,0,45200,34100,38300,21600,26900,27900
a29065,MISSOURI,DENT,752.7984375,0,0,0,7200,2600,1700,650,0,0
a29067,MISSOURI,DOUGLAS,813.621875,0,0,0,6000,500,550,0,0,0
a29069,MISSOURI,DUNKLIN,541.0765625,0,0,0,23400,14100,3800,7000,14000,25600
a29071,MISSOURI,FRANKLIN,922.821875,0,0,0,48300,28000,28000,15600,17900,19600
a29073,MISSOURI,GASCONADE,519.0109375,0,0,0,21900,12900,12900,5300,7300,6500
a29075,MISSOURI,GENTRY,491.421875,0,0,0,47300,41600,34200,28900,32500,33500
a29077,MISSOURI,GREENE,675.0734375,0,0,0,11900,5100,4800,1500,1600,0
a29079,MISSOURI,GRUNDY,435.2796875,0,0,0,44400,27500,23000,12700,19200,30500
a29081,MISSOURI,HARRISON,722.50625,0,0,0,52600,59800,52600,35700,45600,47800
a29083,MISSOURI,HENRY,696.8921875,0,0,0,49400,44500,22800,11700,19200,24400
a29085,MISSOURI,HICKORY,394.0921875,0,0,0,11800,4400,1300,600,1000,0
a29087,MISSOURI,HOLT,461.259375,0,0,0,98900,73600,62200,85600,98700,96800
a29089,MISSOURI,HOWARD,463.846875,0,0,0,56700,33400,30000,22600,31500,34700
a29091,MISSOURI,HOWELL,927.2375,0,0,0,13200,1200,750,500,0,800
a29093,MISSOURI,IRON,550.4234375,0,0,0,2400,700,300,0,0,0
a29095,MISSOURI,JACKSON,603.9375,0,0,0,40800,27400,18700,10800,16600,18100
a29097,MISSOURI,JASPER,638.5078125,0,0,0,40100,23300,5700,2400,10100,29000
a29099,MISSOURI,JEFFERSON,657.0828125,0,0,0,17500,4700,4200,1800,4100,4000
a29101,MISSOURI,JOHNSON,829.2703125,0,0,0,61000,39900,34400,21800,32600,35000
a29103,MISSOURI,KNOX,504.01875,0,0,0,50900,44600,39800,26000,33800,42600
a29105,MISSOURI,LACLEDE,764.7046875,0,0,0,15000,5000,3600,1400,1400,2500
a29107,MISSOURI,LAFAYETTE,628.73125,0,0,0,97800,85500,92400,70800,94700,95300
a29109,MISSOURI,LAWRENCE,611.734375,0,0,0,19600,11900,2900,1200,4400,9400
a29111,MISSOURI,LEWIS,504.946875,0,0,0,54100,39300,46900,35800,53000,55600
a29113,MISSOURI,LINCOLN,626.79375,0,0,0,65900,49100,51500,34600,50000,44100
a29115,MISSOURI,LINN,615.534375,0,0,0,49800,32800,33300,18800,21000,23400
a29117,MISSOURI,LIVINGSTON,532.3125,0,0,0,54200,42300,18400,15400,24500,30100
a29121,MISSOURI,MACON,801.2171875,0,0,0,49800,38000,37900,19300,21700,29600
a29123,MISSOURI,MADISON,494.2375,0,0,0,4800,1000,1300,0,0,0
a29125,MISSOURI,MARIES,527.021875,0,0,0,14000,5000,4300,1300,1900,1600
a29127,MISSOURI,MARION,436.953125,0,0,0,46600,46700,39000,32900,48800,53200
a29119,MISSOURI,MCDONALD,539.496875,0,0,0,4300,500,200,0,0,0
a29129,MISSOURI,MERCER,453.834375,0,0,0,34700,23200,32600,16600,13800,17100
a29131,MISSOURI,MILLER,592.2625,0,0,0,13900,5600,4900,2400,2800,1800
a29133,MISSOURI,MISSISSIPPI,411.640625,0,0,0,71600,38100,31600,57200,79500,66300
a29135,MISSOURI,MONITEAU,415.025,0,0,0,35300,20000,12900,8900,14000,11300
a29137,MISSOURI,MONROE,647.6671875,0,0,0,63600,47800,32700,19600,40800,56100
a29139,MISSOURI,MONTGOMERY,535.0203125,0,0,0,59300,39700,42800,28500,46300,50000
a29141,MISSOURI,MORGAN,597.409375,0,0,0,19200,13400,8900,4900,8400,6400
a29143,MISSOURI,NEW MADRID,675.665625,0,0,0,51800,42400,18100,52700,74500,74600
a29145,MISSOURI,NEWTON,624.759375,0,0,0,15200,6100,1600,0,2300,0
a29147,MISSOURI,NODAWAY,876.7359375,0,0,0,113600,95000,115500,110500,119900,113500
a29149,MISSOURI,OREGON,789.7953125,0,0,0,7200,1200,100,0,0,0
a29151,MISSOURI,OSAGE,606.11875,0,0,0,27800,20000,11900,7100,10500,10200
a29153,MISSOURI,OZARK,744.3546875,0,0,0,3600,400,200,0,0,0
a29155,MISSOURI,PEMISCOT,491.1734375,0,0,0,13200,6500,3000,17600,20100,19100
a29157,MISSOURI,PERRY,474.6890625,0,0,0,40600,28100,27700,23200,26500,26600
a29159,MISSOURI,PETTIS,682.234375,0,0,0,65300,51200,38800,24800,45900,58300
a29161,MISSOURI,PHELPS,671.7765625,0,0,0,7500,3300,2600,1000,700,0
a29163,MISSOURI,PIKE,670.4375,0,0,0,63600,54100,50700,38000,54300,61400
a29165,MISSOURI,PLATTE,419.828125,0,0,0,51500,21300,22600,25900,35000,41100
a29167,MISSOURI,POLK,635.46875,0,0,0,18200,5000,2300,1400,2600,0
a29169,MISSOURI,PULASKI,547.065625,0,0,0,8600,3900,2200,700,800,0
a29171,MISSOURI,PUTNAM,517.3203125,0,0,0,29300,23200,21100,10000,11200,13300
a29173,MISSOURI,RALLS,469.7734375,0,0,0,47700,59400,30600,24100,40800,47200
a29175,MISSOURI,RANDOLPH,482.4015625,0,0,0,35800,25400,18800,14700,14900,16800
a29177,MISSOURI,RAY,568.4828125,0,0,0,63100,43800,27300,27100,33800,36200
a29179,MISSOURI,REYNOLDS,808.478125,0,0,0,3600,400,1100,0,0,0
a29181,MISSOURI,RIPLEY,629.4328125,0,0,0,13200,1600,600,0,2100,1000
a29195,MISSOURI,SALINE,753.784375,0,0,0,121000,106800,104000,98700,131100,135500
a29197,MISSOURI,SCHUYLER,307.3,0,0,0,13000,13700,15300,9000,8900,10900
a29199,MISSOURI,SCOTLAND,436.675,0,0,0,40300,43500,46100,30700,38300,41800
a29201,MISSOURI,SCOTT,420.009375,0,0,0,56900,34800,30000,48000,71900,74700
a29203,MISSOURI,SHANNON,1003.801563,0,0,0,4800,900,300,0,0,0
a29205,MISSOURI,SHELBY,500.8109375,0,0,0,50000,44600,41100,26900,38100,51200
a29183,MISSOURI,ST CHARLES,560.3765625,0,0,0,61400,57300,44100,37000,47900,43000
a29185,MISSOURI,ST CLAIR,660.184375,0,0,0,30100,18200,6900,3400,7900,13000
a29187,MISSOURI,ST FRANCOIS,449.46875,0,0,0,8800,3500,4800,1800,1500,1300
a29189,MISSOURI,ST LOUIS,568.565625,0,0,0,23000,19900,4500,4600,6900,4200
a29186,MISSOURI,STE GENEVIEVE,501.5765625,0,0,0,0,0,0,11900,15400,12700
a29207,MISSOURI,STODDARD,823.2203125,0,0,0,72100,31500,48000,85100,115700,88100
a29209,MISSOURI,STONE,464.03125,0,0,0,3300,900,100,0,0,500
a29211,MISSOURI,SULLIVAN,647.9859375,0,0,0,34700,26400,26000,10300,9800,13500
a29213,MISSOURI,TANEY,632.4046875,0,0,0,1200,400,100,0,0,0
a29215,MISSOURI,TEXAS,1177.265625,0,0,0,6000,1500,1100,1100,1700,0
a29217,MISSOURI,VERNON,826.3953125,0,0,0,52600,45600,22300,12400,25800,54200
a29219,MISSOURI,WARREN,429.0375,0,0,0,34000,26900,23700,17800,21800,19400
a29221,MISSOURI,WASHINGTON,759.6,0,0,0,5500,1200,500,0,0,0
a29223,MISSOURI,WAYNE,759.1734375,0,0,0,15600,2800,3300,1500,2300,2200
a29225,MISSOURI,WEBSTER,592.55625,0,0,0,7200,2900,4500,1600,1600,1800
a29227,MISSOURI,WORTH,266.6140625,0,0,0,24200,19200,19800,13800,13900,12600
a29229,MISSOURI,WRIGHT,681.7796875,0,0,0,7200,1100,850,0,0,0
a29000,MISSOURI,,69704.31,6572000,4090000,4043000,4315000,3114000,2600000,2100000,2850000,3150000
a30001,MONTANA,BEAVERHEAD,5542.490625,,,,,,,,,
a30003,MONTANA,BIG HORN,4994.807813,0,0,1100,1700,1000,5000,4000,1300,2300
a30005,MONTANA,BLAINE,4226.170313,0,0,800,1200,2200,1400,1000,0,0
a30007,MONTANA,BROADWATER,1188.46875,0,0,0,200,600,200,0,0,0
a30009,MONTANA,CARBON,2047.995313,0,0,700,1600,2200,5100,6000,4900,5500
a30011,MONTANA,CARTER,3339.603125,0,0,2500,1900,1200,900,0,0,0
a30013,MONTANA,CASCADE,2697.65,0,0,0,900,1000,500,0,0,0
a30015,MONTANA,CHOUTEAU,3973.210938,0,0,700,1100,400,100,0,0,0
a30017,MONTANA,CUSTER,3783.1125,0,0,6500,3500,3600,7800,5200,6400,9600
a30019,MONTANA,DANIELS,1426.08125,0,0,5500,1800,200,0,0,0,0
a30021,MONTANA,DAWSON,2373.148438,0,0,32600,12000,4300,4600,3400,2900,3100
a30023,MONTANA,DEER LODGE,736.978125,,,,,,,,,
a30025,MONTANA,FALLON,1620.325,0,0,16000,12200,3600,800,600,0,0
a30027,MONTANA,FERGUS,4339.228125,0,0,1000,700,500,400,0,0,0
a30029,MONTANA,FLATHEAD,5087.604688,0,0,200,200,100,100,0,0,0
a30031,MONTANA,GALLATIN,2602.623438,0,0,0,600,0,300,0,0,0
a30033,MONTANA,GARFIELD,4667.965625,0,0,9800,1200,1100,600,500,0,700
a30035,MONTANA,GLACIER,2994.729688,0,0,0,0,0,100,0,0,0
a30037,MONTANA,GOLDEN VALLEY,1175.303125,0,0,100,100,0,700,0,0,0
a30039,MONTANA,GRANITE,1727.457813,,,,,,,,,
a30041,MONTANA,HILL,2896.359375,0,0,100,300,500,200,0,0,0
a30043,MONTANA,JEFFERSON,1656.60625,,,,,,,,,
a30045,MONTANA,JUDITH BASIN,1869.820313,0,0,100,100,200,300,0,0,0
a30047,MONTANA,LAKE,1490.284375,0,0,600,0,500,1500,500,0,0
a30049,MONTANA,LEWIS AND CLARK,3458.823438,0,0,100,600,500,0,0,0,0
a30051,MONTANA,LIBERTY,1429.759375,0,0,0,0,100,200,0,0,0
a30053,MONTANA,LINCOLN,3612.679688,,,,,,,,,
a30057,MONTANA,MADISON,3586.529688,,,,,,,,,
a30055,MONTANA,MCCONE,2642.553125,0,0,16200,2800,800,300,0,0,0
a30059,MONTANA,MEAGHER,2392.978125,,,,,,,,,
a30061,MONTANA,MINERAL,1219.815625,0,0,0,0,0,100,0,0,0
a30063,MONTANA,MISSOULA,2593.478125,0,0,0,0,400,200,0,0,0
a30065,MONTANA,MUSSELSHELL,1867.146875,0,0,500,1000,200,800,0,0,0
a30067,MONTANA,PARK,2802.404688,,,,,,,,,
a30069,MONTANA,PETROLEUM,1653.9,0,0,100,200,0,100,0,0,0
a30071,MONTANA,PHILLIPS,5139.540625,0,0,2100,800,1200,500,0,0,0
a30073,MONTANA,PONDERA,1624.773438,0,0,0,0,0,100,0,0,0
a30075,MONTANA,POWDER RIVER,3297.179688,0,0,2400,700,200,400,0,0,0
a30077,MONTANA,POWELL,2325.960938,,,,,,,,,
a30079,MONTANA,PRAIRIE,1736.525,0,0,9500,4500,3700,3700,3700,0,3000
a30081,MONTANA,RAVALLI,2391.01875,0,0,1000,700,500,400,0,0,0
a30083,MONTANA,RICHLAND,2084.140625,0,0,34700,15600,7800,9500,7000,7900,8100
a30085,MONTANA,ROOSEVELT,2355.629688,0,0,22100,7200,2100,600,1600,0,0
a30087,MONTANA,ROSEBUD,5012.31875,0,0,6200,1600,2200,7200,5700,6600,4800
a30089,MONTANA,SANDERS,2762.11875,0,0,0,0,0,200,0,0,0
a30091,MONTANA,SHERIDAN,1676.482813,0,0,7300,3300,1100,200,0,0,0
a30093,MONTANA,SILVER BOW,718.1859375,,,,,,,,,
a30095,MONTANA,STILLWATER,1795.075,0,0,300,1300,2000,3300,0,0,3600
a30097,MONTANA,SWEET GRASS,1855.082813,,,,,,,,,
a30099,MONTANA,TETON,2272.607813,0,0,100,300,0,100,0,0,0
a30101,MONTANA,TOOLE,1910.85625,0,0,0,0,0,100,0,0,0
a30103,MONTANA,TREASURE,978.8640625,0,0,1200,2200,1100,4600,4400,4700,4100
a30105,MONTANA,VALLEY,4920.828125,0,0,3500,2500,800,1600,1200,0,2000
a30107,MONTANA,WHEATLAND,1423.0875,0,0,100,0,0,0,0,0,0
a30109,MONTANA,WIBAUX,889.2625,0,0,14300,9900,2700,2100,900,0,0
a30111,MONTANA,YELLOWSTONE,2635.140625,0,0,4000,11500,11400,18100,14200,13800,15500
a30000,MONTANA,,147042.4,139000,195000,204000,108000,62000,85000,65000,60000,80000
a31001,NEBRASKA,ADAMS,563.26875,0,56030,77180,70530,80060,153000,154000,173000,171700
a31003,NEBRASKA,ANTELOPE,857.225,0,141740,153250,155030,154400,229000,204000,175000,194000
a31005,NEBRASKA,ARTHUR,715.3609375,0,3290,870,30,0,4000,4900,3500,0
a31007,NEBRASKA,BANNER,746.21875,0,18310,3950,4900,2730,5000,5200,14000,14500
a31009,NEBRASKA,BLAINE,710.6953125,0,8840,4630,500,1410,6000,4200,5000,0
a31011,NEBRASKA,BOONE,686.559375,0,107640,140860,141270,99600,165000,178000,162000,160000
a31013,NEBRASKA,BOX BUTTE,1075.221875,0,48230,18430,12760,17080,27500,43000,60000,54800
a31015,NEBRASKA,BOYD,539.946875,0,50520,59500,50710,31330,32000,28000,30000,33400
a31017,NEBRASKA,BROWN,1221.398438,0,40560,30000,20180,25120,55000,48000,41000,37900
a31019,NEBRASKA,BUFFALO,968.10625,0,118630,158080,150250,120100,202000,189000,199000,207500
a31021,NEBRASKA,BURT,491.56875,0,113530,123530,154550,113750,129000,116000,121000,127500
a31023,NEBRASKA,BUTLER,584.9109375,0,102050,130560,152760,103180,125000,123000,146000,147000
a31025,NEBRASKA,CASS,557.4484375,0,117510,127210,131910,93540,91000,97000,122000,118500
a31027,NEBRASKA,CEDAR,740.31875,0,148590,159160,169220,165650,157000,151000,148000,181000
a31029,NEBRASKA,CHASE,894.4234375,0,74970,51120,44550,50630,118000,130000,153000,171500
a31031,NEBRASKA,CHERRY,5960.584375,0,47540,26550,12890,11190,17000,14000,14000,20100
a31033,NEBRASKA,CHEYENNE,1196.292188,0,57010,5940,11170,8780,14500,13500,34000,34500
a31035,NEBRASKA,CLAY,572.2921875,0,68500,92200,82090,91650,130000,144000,143000,167000
a31037,NEBRASKA,COLFAX,411.6671875,0,69730,89620,106090,100490,103000,110000,110000,111000
a31039,NEBRASKA,CUMING,570.6234375,0,119370,145040,163480,135400,151000,155000,154000,159000
a31041,NEBRASKA,CUSTER,2575.629688,0,226660,221860,173800,129500,205000,207000,226000,256500
a31043,NEBRASKA,DAKOTA,264.25625,0,51620,54160,66330,51500,61000,54000,56000,64700
a31045,NEBRASKA,DAWES,1396.475,0,35240,23640,11950,4070,3500,2400,5000,3500
a31047,NEBRASKA,DAWSON,1013.1,0,114250,145520,160100,119450,198000,197000,205000,203500
a31049,NEBRASKA,DEUEL,439.85625,0,18890,5000,7950,5960,9800,9800,31000,21600
a31051,NEBRASKA,DIXON,476.2359375,0,103410,117820,112010,85730,106000,92000,83000,113200
a31053,NEBRASKA,DODGE,529.7671875,0,105930,126510,150520,134100,146000,150000,145000,144000
a31055,NEBRASKA,DOUGLAS,328.4625,0,64140,70460,80140,59740,58000,50000,31000,28100
a31057,NEBRASKA,DUNDY,919.6125,0,105200,70160,66490,48350,89000,83000,86000,113000
a31059,NEBRASKA,FILLMORE,575.3734375,0,83420,106640,99200,88440,138000,152000,175000,182500
a31061,NEBRASKA,FRANKLIN,575.815625,0,56440,64750,40280,37360,63000,70000,78000,79500
a31063,NEBRASKA,FRONTIER,974.5984375,0,105840,79980,53120,32820,65000,72000,79000,101500
a31065,NEBRASKA,FURNAS,719.13125,0,89300,72460,48820,35340,49000,60000,88000,104600
a31067,NEBRASKA,GAGE,851.49375,0,129230,139580,129890,56590,65000,42000,107000,160200
a31069,NEBRASKA,GARDEN,1704.3,0,39540,13890,8100,5230,17000,14500,25000,28800
a31071,NEBRASKA,GARFIELD,569.8015625,0,20610,14200,11820,10600,21500,13000,14500,12700
a31073,NEBRASKA,GOSPER,458.15625,0,60170,48820,36630,35830,59000,66000,72000,84400
a31075,NEBRASKA,GRANT,776.21875,0,170,0,0,0,400,400,0,0
a31077,NEBRASKA,GREELEY,569.8015625,0,59630,68250,61970,49300,83000,73000,70000,76500
a31079,NEBRASKA,HALL,546.2953125,0,58670,96440,131900,116300,197000,195000,195000,190500
a31081,NEBRASKA,HAMILTON,542.88125,0,78150,113820,140840,143650,229000,225000,199000,192000
a31083,NEBRASKA,HARLAN,553.471875,0,63340,62980,35590,36360,58000,62000,75000,97000
a31085,NEBRASKA,HAYES,713.06875,0,71580,56500,50500,28800,39000,41000,60000,77500
a31087,NEBRASKA,HITCHCOCK,709.9453125,0,51580,33650,42120,20600,29000,33000,56000,68500
a31089,NEBRASKA,HOLT,2412.4125,0,94680,87480,69280,92370,215000,198000,151000,174600
a31091,NEBRASKA,HOOKER,721.1578125,0,3340,1530,360,50,300,200,0,0
a31093,NEBRASKA,HOWARD,569.340625,0,59960,78130,67120,70900,114000,107000,97000,105400
a31095,NEBRASKA,JEFFERSON,570.1859375,0,70980,73380,51310,26440,50000,37000,74000,98700
a31097,NEBRASKA,JOHNSON,376.053125,0,58990,61120,56920,31060,26000,16000,35000,46800
a31099,NEBRASKA,KEARNEY,516.2484375,0,57700,72420,85180,99940,172000,175000,167000,157200
a31101,NEBRASKA,KEITH,1061.601563,0,68990,22540,21190,18680,43000,50000,92000,101500
a31103,NEBRASKA,KEYA PAHA,773.08125,0,26920,16510,7770,9380,12000,7900,11000,14300
a31105,NEBRASKA,KIMBALL,951.7359375,0,11800,1980,3530,3440,6200,7600,21000,18900
a31107,NEBRASKA,KNOX,1108.359375,0,141230,160300,150190,133550,138000,122000,119000,132500
a31109,NEBRASKA,LANCASTER,837.5515625,0,126330,155250,122740,25240,25000,25000,122000,128600
a31111,NEBRASKA,LINCOLN,2564.026563,0,150250,116320,91990,61700,141000,160000,193000,216500
a31113,NEBRASKA,LOGAN,570.6734375,0,24650,20110,15290,8380,19000,17500,20000,25300
a31115,NEBRASKA,LOUP,568.2921875,0,13980,11410,10480,9690,13000,9200,9300,7700
a31119,NEBRASKA,MADISON,572.7484375,0,116310,137680,142710,107700,153000,147000,134000,134000
a31117,NEBRASKA,MCPHERSON,858.9828125,0,14490,9750,3180,1920,4300,3900,3500,0
a31121,NEBRASKA,MERRICK,484.9890625,0,57700,90860,108810,97360,165000,157000,130000,128500
a31123,NEBRASKA,MORRILL,1423.915625,0,52990,21250,19900,22310,40000,49000,66000,66900
a31125,NEBRASKA,NANCE,441.615625,0,60120,78270,73620,48040,84000,88000,78000,84000
a31127,NEBRASKA,NEMAHA,407.384375,0,79000,80460,93880,57390,68000,67000,80000,75800
a31129,NEBRASKA,NUCKOLLS,575.1578125,0,68470,94290,44600,35980,40000,37000,66000,103300
a31131,NEBRASKA,OTOE,615.6328125,0,115570,115150,136040,78300,82000,75000,116000,122800
a31133,NEBRASKA,PAWNEE,431.0765625,0,57330,58760,54110,25100,26000,13000,32000,43200
a31135,NEBRASKA,PERKINS,883.384375,0,94140,42750,19200,13920,86000,94000,179000,198000
a31137,NEBRASKA,PHELPS,539.7875,0,80010,87250,101200,107700,203000,217000,175000,169500
a31139,NEBRASKA,PIERCE,573.253125,0,103690,115160,126080,110200,148000,149000,132000,137500
a31141,NEBRASKA,PLATTE,674.0671875,0,124520,149020,182500,132900,196000,202000,198000,193000
a31143,NEBRASKA,POLK,438.2375,0,80460,97530,112700,90000,111000,118000,125000,126000
a31145,NEBRASKA,RED WILLOW,716.990625,0,75160,52980,42820,36200,55000,57000,87000,95000
a31147,NEBRASKA,RICHARDSON,553.3453125,0,93630,96600,114080,87120,73000,67000,93000,99200
a31149,NEBRASKA,ROCK,1008.285938,0,17490,10470,2920,9090,44000,31000,22000,28300
a31151,NEBRASKA,SALINE,574.01875,0,72430,100860,89770,52150,60000,63000,102000,134500
a31153,NEBRASKA,SARPY,238.9921875,0,53400,56210,66470,56880,54000,46000,39000,33300
a31155,NEBRASKA,SAUNDERS,749.1828125,0,167000,186580,187820,133850,158000,163000,177000,171000
a31157,NEBRASKA,SCOTTS BLUFF,739.4390625,0,35300,17150,52630,52100,57000,65000,87000,79100
a31159,NEBRASKA,SEWARD,571.425,0,96970,122030,138550,78600,90000,90000,132000,135500
a31161,NEBRASKA,SHERIDAN,2440.903125,0,83870,65860,45210,20620,22500,25000,38000,37700
a31163,NEBRASKA,SHERMAN,565.7140625,0,57900,71780,60450,34850,62000,58000,71000,80300
a31165,NEBRASKA,SIOUX,2066.640625,0,13940,9830,9440,9580,10000,13000,14000,13700
a31167,NEBRASKA,STANTON,427.9515625,0,78610,89670,104680,85820,98000,90000,80000,89700
a31169,NEBRASKA,THAYER,573.809375,0,71950,80910,52960,48480,80000,87000,112000,136000
a31171,NEBRASKA,THOMAS,712.890625,0,4340,2940,830,650,1500,800,600,0
a31173,NEBRASKA,THURSTON,393.590625,0,81590,88520,89610,73020,93000,80000,84000,90400
a31175,NEBRASKA,VALLEY,568.0671875,0,68000,69620,65350,44400,73000,68000,72000,71800
a31177,NEBRASKA,WASHINGTON,389.9578125,0,78900,84910,106570,90130,98000,91000,85000,80500
a31179,NEBRASKA,WAYNE,442.9171875,0,101920,114350,122410,97180,114000,107000,107000,121500
a31181,NEBRASKA,WEBSTER,574.9171875,0,59530,79060,29770,22010,35000,36000,62000,74100
a31183,NEBRASKA,WHEELER,575.1765625,0,15240,13680,11570,14320,47000,37000,34000,40900
a31185,NEBRASKA,YORK,572.525,0,106630,142560,165270,134600,191000,200000,206000,199000
a31000,NEBRASKA,,77353.73,9564000,6754000,7018000,6886000,5443000,7800000,7700000,8500000,9150000
a32510,NEVADA,CARSON CITY,144.6390625,,,,,,,,,
a32001,NEVADA,CHURCHILL,4929.94375,,,,,,,,,
a32003,NEVADA,CLARK,7877.428125,,,,,,,,,
a32005,NEVADA,DOUGLAS,709.8484375,,,,,,,,,
a32007,NEVADA,ELKO,17169.80469,,,,,,,,,
a32009,NEVADA,ESMERALDA,3581.854688,,,,,,,,,
a32011,NEVADA,EUREKA,4175.664063,,,,,,,,,
a32013,NEVADA,HUMBOLDT,9640.842188,,,,,,,,,
a32015,NEVADA,LANDER,5493.615625,,,,,,,,,
a32017,NEVADA,LINCOLN,10632.65,,,,,,,,,
a32019,NEVADA,LYON,2001.554688,,,,,,,,,
a32021,NEVADA,MINERAL,3752.809375,,,,,,,,,
a32023,NEVADA,NYE,18181.90938,,,,,,,,,
a32027,NEVADA,PERSHING,6036.729688,,,,,,,,,
a32029,NEVADA,STOREY,262.9203125,,,,,,,,,
a32031,NEVADA,WASHOE,6302.54375,,,,,,,,,
a32033,NEVADA,WHITE PINE,8875.545313,,,,,,,,,
a32000,NEVADA,,110560.72,2000,4000,2000,5000,3000,,,4000,4000
a33001,NEW HAMPSHIRE,BELKNAP,400.2359375,,,,,,,,,
a33003,NEW HAMPSHIRE,CARROLL,930.8609375,,,,,,,,,
a33005,NEW HAMPSHIRE,CHESHIRE,706.671875,,,,,,,,,
a33007,NEW HAMPSHIRE,COOS,1794.546875,,,,,,,,,
a33009,NEW HAMPSHIRE,GRAFTON,1708.759375,,,,,,,,,
a33011,NEW HAMPSHIRE,HILLSBOROUGH,876.1578125,,,,,,,,,
a33013,NEW HAMPSHIRE,MERRIMACK,934.1203125,,,,,,,,,
a33015,NEW HAMPSHIRE,ROCKINGHAM,694.7,,,,,,,,,
a33017,NEW HAMPSHIRE,STRAFFORD,368.6875,,,,,,,,,
a33019,NEW HAMPSHIRE,SULLIVAN,537.315625,,,,,,,,,
a33000,NEW HAMPSHIRE,,9349.94,13000,13000,13000,10000,18000,30000,17000,15000,15000
a34001,NEW JERSEY,ATLANTIC,555.7109375,0,0,0,0,0,400,0,500,0
a34003,NEW JERSEY,BERGEN,232.9078125,,,,,,,,,
a34005,NEW JERSEY,BURLINGTON,798.6015625,0,0,0,0,0,17400,12600,9400,7500
a34007,NEW JERSEY,CAMDEN,221.25,0,0,0,0,0,400,0,0,0
a34009,NEW JERSEY,CAPE MAY,251.4125,0,0,0,0,0,700,300,0,0
a34011,NEW JERSEY,CUMBERLAND,485.446875,0,0,0,0,0,4800,4200,4200,5200
a34013,NEW JERSEY,ESSEX,126.2125,,,,,,,,,
a34015,NEW JERSEY,GLOUCESTER,322.0125,0,0,0,0,0,3700,4500,3700,4000
a34017,NEW JERSEY,HUDSON,46.2015625,,,,,,,,,
a34019,NEW JERSEY,HUNTERDON,427.834375,0,0,0,0,0,31700,15900,10700,8400
a34021,NEW JERSEY,MERCER,224.69375,0,0,0,0,0,5400,4400,4100,2600
a34023,NEW JERSEY,MIDDLESEX,308.8796875,0,0,0,0,0,4200,3400,3200,3100
a34025,NEW JERSEY,MONMOUTH,468.7796875,0,0,0,0,0,11800,4500,5000,0
a34027,NEW JERSEY,MORRIS,459.8890625,0,0,0,0,0,4500,2100,1200,0
a34029,NEW JERSEY,OCEAN,628.828125,0,0,0,0,0,1700,700,800,0
a34031,NEW JERSEY,PASSAIC,184.6171875,,,,,,,,,
a34033,NEW JERSEY,SALEM,331.971875,0,0,0,0,0,18000,14800,15900,18500
a34035,NEW JERSEY,SOMERSET,301.8109375,0,0,0,0,0,9300,5300,3400,0
a34037,NEW JERSEY,SUSSEX,519.171875,0,0,0,0,0,11800,5200,6400,4700
a34039,NEW JERSEY,UNION,102.8578125,,,,,,,,,
a34041,NEW JERSEY,WARREN,356.94375,0,0,0,0,0,32000,21700,20900,19200
a34000,NEW JERSEY,,8721.3,179000,185000,174000,152000,106000,158000,100000,90000,80000
a35001,NEW MEXICO,BERNALILLO,1160.5875,0,0,0,1000,0,1150,900,0,0
a35003,NEW MEXICO,CATRON,6923.623438,0,0,0,300,0,50,50,0,0
a35005,NEW MEXICO,CHAVES,6065.295313,0,0,0,850,0,7000,6000,16100,0
a35006,NEW MEXICO,CIBOLA,4539.192188,0,0,0,0,0,0,300,0,0
a35007,NEW MEXICO,COLFAX,3756.876563,0,0,0,4000,0,50,50,0,0
a35009,NEW MEXICO,CURRY,1404.778125,0,0,0,2000,0,33200,21200,30400,0
a35011,NEW MEXICO,DE BACA,2322.576563,0,0,0,250,0,150,0,0,0
a35013,NEW MEXICO,DONA ANA,3807.134375,0,0,0,1250,0,1750,3700,12000,0
a35015,NEW MEXICO,EDDY,4175.690625,0,0,0,300,0,800,200,1000,0
a35017,NEW MEXICO,GRANT,3961.63125,0,0,0,650,0,1100,50,0,0
a35019,NEW MEXICO,GUADALUPE,3030.375,0,0,0,400,0,200,50,0,0
a35021,NEW MEXICO,HARDING,2125.345313,0,0,0,250,0,0,0,0,0
a35023,NEW MEXICO,HIDALGO,3436.809375,0,0,0,500,0,5600,1200,1800,0
a35025,NEW MEXICO,LEA,4390.848438,0,0,0,1000,0,4650,1400,7500,0
a35027,NEW MEXICO,LINCOLN,4831.085938,0,0,0,100,0,20,0,0,0
a35028,NEW MEXICO,LOS ALAMOS,109.1671875,,,,,,,,,
a35029,NEW MEXICO,LUNA,2965.117188,0,0,0,600,0,4400,900,1100,0
